KnapsackId,NumberOfItems,CpuTime,NodesVisited,Error,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21
165,22,0.0,0,0.07942269466770374,true,false,false,true,true,true,true,false,true,true,false,true,true,true,false,false,true,true,true,true,true,true
166,22,0.0,0,0.07609332292073409,false,true,false,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true
167,22,0.0,0,0.07829750145264382,false,true,true,true,true,true,false,false,true,true,false,true,true,true,false,true,true,true,false,true,true,true
168,22,0.0,0,0.04545902285263988,true,true,true,true,false,true,false,false,true,true,true,true,true,true,true,true,true,false,false,true,true,true
169,22,0.0,0,0.05838562161012443,true,true,true,true,true,false,true,true,true,true,false,true,false,true,false,true,true,true,true,true,true,false
170,22,0.0,0,0.0,true,true,true,true,true,false,true,false,false,true,true,true,true,true,true,true,false,true,true,false,true,true
171,22,0.0,0,0.04512925368774646,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,false,true,true,true,true,false,true
172,22,0.0,0,0.05179426918557353,false,false,true,false,true,true,true,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true
173,22,0.0,0,0.04932101569993437,false,true,true,false,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,false,true
174,22,0.0,0,0.020535386872020535,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,false,false,true,true,true,false
175,22,0.0,0,0.027340196313143404,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,false,false,true,false
176,22,0.0,0,0.04023405387107694,false,true,false,true,true,true,false,false,true,true,true,true,true,true,false,true,true,true,true,true,true,false
177,22,0.0,0,0.04676674364896074,true,true,false,true,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,false,true
178,22,0.0,0,0.0,true,true,false,true,true,true,false,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true
179,22,0.0,0,0.06267043008180644,false,false,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,true,true,true
180,22,0.0,0,0.09590071455434374,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,false,true,false
181,22,0.0,0,0.06673759551213851,true,true,true,false,false,true,true,true,true,true,true,false,false,true,true,false,true,true,true,true,true,true
182,22,0.0,0,0.021955719557195573,true,true,true,true,true,false,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true
183,22,0.0,0,0.07119160276282156,false,true,false,false,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true
184,22,0.0,0,0.05486606390745213,true,true,false,true,true,true,false,true,true,true,true,false,true,false,false,true,true,true,true,true,true,true
185,22,0.0,0,0.08547008547008547,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,true,true,true
186,22,0.0,0,0.019128340512250475,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,false,true,true
187,22,0.0,0,0.06391828568419944,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,false,false,true,true,true,true,true
188,22,0.0,0,0.046163947674124954,true,false,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,false,true
189,22,0.0,0,0.0,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true
190,22,0.0,0,0.09171632200023368,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,true,false,true,true,false,true,true
191,22,0.0,0,0.08829110391784797,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,false,true,true,false
192,22,0.0,0,0.061460066555740434,true,false,true,true,true,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,false
193,22,0.0,0,0.05308880308880309,false,true,true,true,false,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true
194,22,0.0,0,0.04676239203388898,false,true,false,true,true,true,true,true,true,false,true,false,true,true,true,true,false,true,true,true,true,true
195,22,0.0,0,0.06028684470820969,false,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,false,true,false,true,true,true
196,22,0.0,0,0.07948568088836938,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,false
197,22,0.0,0,0.06991554130346417,true,true,false,false,false,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,false
198,22,0.0,0,0.04807692307692308,true,false,false,true,false,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true
199,22,0.0,0,0.0789292392481055,true,true,true,false,true,false,true,true,true,false,false,true,true,true,true,false,false,true,true,true,true,true
200,22,0.0,0,0.05634780750948032,true,true,false,true,true,false,true,true,true,true,false,true,true,false,true,true,true,true,false,true,true,true
201,22,0.0,0,0.03474524248004911,true,true,true,true,true,false,false,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
202,22,0.0,0,0.008598091643074342,true,true,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,false
203,22,0.0,0,0.05820814120680252,false,false,true,false,true,true,true,true,true,true,false,true,true,false,true,false,true,true,true,true,true,true
204,22,0.0,0,0.060607569721115535,true,true,true,false,true,false,true,true,true,true,true,true,false,true,true,false,false,true,true,true,true,true
205,22,0.0,0,0.0340398201669878,false,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false
206,22,0.0,0,0.06784646992902503,false,true,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false,true,true,false,true,true
207,22,0.0,0,0.042008500543639415,true,true,false,true,true,false,false,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true
208,22,0.0,0,0.07895029467363505,false,false,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,false,true,true,true
209,22,0.0,0,0.013274804315633595,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,false,true,true
210,22,0.0,0,0.027374554221708775,false,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,false,true,true,true,false
211,22,0.0,0,0.05906520115249173,true,false,true,true,true,false,false,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true
212,22,0.0,0,0.0,true,true,false,true,true,false,false,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true
213,22,0.0,0,0.05394316973104391,true,false,true,true,true,true,true,false,true,true,true,false,true,true,true,false,true,true,false,true,true,true
214,22,0.0,0,0.05333661659689731,true,true,true,false,true,true,false,true,true,true,true,false,false,true,true,true,true,true,true,true,false,true
